entry_variant,signal_i,signal_time,entry_i,entry_time,direction,context,context_ok,late_entry_block,late_reason,chop_block,chop_reason,blocked,block_reason,distance_to_ema27_atr,move5_atr,scope,executed,skip_reason
ENTRY_A,307,2023-08-21 04:00:00,308,2023-08-21 08:00:00,SHORT,SHORT_CONTEXT,True,True,IMPULSE_BAR,True,DIRECTION_CHANGES_LAST10,True,LATE_ENTRY_BLOCK|CHOP_BLOCK,0.6879127598721625,0.13539651837524214,DEVELOPMENT,False,LATE_ENTRY_BLOCK|CHOP_BLOCK
ENTRY_A,369,2023-08-31 12:00:00,370,2023-08-31 16:00:00,SHORT,SHORT_CONTEXT,True,True,IMPULSE_BAR,True,PRICE_EMA27_CROSSES_LAST10,True,LATE_ENTRY_BLOCK|CHOP_BLOCK,1.0742404604585603,0.9462068965517149,DEVELOPMENT,False,LATE_ENTRY_BLOCK|CHOP_BLOCK
ENTRY_A,409,2023-09-07 04:00:00,410,2023-09-07 08:00:00,SHORT,SHORT_CONTEXT,True,False,,True,DIRECTION_CHANGES_LAST10,True,CHOP_BLOCK,0.05368073233747512,-0.31343283582090087,DEVELOPMENT,False,CHOP_BLOCK
ENTRY_A,475,2023-09-18 04:00:00,476,2023-09-18 08:00:00,SHORT,SHORT_CONTEXT,True,False,,True,DIRECTION_CHANGES_LAST10,True,CHOP_BLOCK,0.35550631827480317,0.6600496277915677,DEVELOPMENT,False,CHOP_BLOCK
ENTRY_A,524,2023-09-26 08:00:00,525,2023-09-26 12:00:00,SHORT,SHORT_CONTEXT,True,False,,True,DIRECTION_CHANGES_LAST10,True,CHOP_BLOCK,0.11826422072301117,-0.21276595744680882,DEVELOPMENT,False,CHOP_BLOCK
ENTRY_A,531,2023-09-27 12:00:00,532,2023-09-27 16:00:00,SHORT,SHORT_CONTEXT,True,True,IMPULSE_BAR,True,PRICE_EMA27_CROSSES_LAST10,True,LATE_ENTRY_BLOCK|CHOP_BLOCK,0.6261119399919302,0.20348837209302334,DEVELOPMENT,False,LATE_ENTRY_BLOCK|CHOP_BLOCK
ENTRY_A,575,2023-10-04 20:00:00,576,2023-10-05 00:00:00,LONG,LONG_CONTEXT,True,True,IMPULSE_BAR,True,DIRECTION_CHANGES_LAST10,True,LATE_ENTRY_BLOCK|CHOP_BLOCK,0.23002560455362273,0.6739130434782583,DEVELOPMENT,False,LATE_ENTRY_BLOCK|CHOP_BLOCK
ENTRY_A,638,2023-10-15 08:00:00,639,2023-10-15 12:00:00,SHORT,SHORT_CONTEXT,True,True,IMPULSE_BAR,True,DIRECTION_CHANGES_LAST10,True,LATE_ENTRY_BLOCK|CHOP_BLOCK,0.5071557030865365,0.496062992125977,DEVELOPMENT,False,LATE_ENTRY_BLOCK|CHOP_BLOCK
ENTRY_A,893,2023-11-26 20:00:00,894,2023-11-27 00:00:00,LONG,LONG_CONTEXT,True,False,,True,DIRECTION_CHANGES_LAST10,True,CHOP_BLOCK,0.05818878465752764,-0.6133625410733858,DEVELOPMENT,False,CHOP_BLOCK
ENTRY_A,1008,2023-12-16 00:00:00,1009,2023-12-16 04:00:00,LONG,LONG_CONTEXT,True,True,IMPULSE_BAR,True,DIRECTION_CHANGES_LAST10,True,LATE_ENTRY_BLOCK|CHOP_BLOCK,0.23295102078654273,-0.5337243401759522,DEVELOPMENT,False,LATE_ENTRY_BLOCK|CHOP_BLOCK
ENTRY_A,1014,2023-12-17 00:00:00,1015,2023-12-17 04:00:00,LONG,LONG_CONTEXT,True,False,,True,DIRECTION_CHANGES_LAST10,True,CHOP_BLOCK,0.19918963224581304,0.15449010654489573,DEVELOPMENT,False,CHOP_BLOCK
ENTRY_A,1055,2023-12-23 20:00:00,1056,2023-12-24 00:00:00,LONG,LONG_CONTEXT,True,True,IMPULSE_BAR,True,DIRECTION_CHANGES_LAST10,True,LATE_ENTRY_BLOCK|CHOP_BLOCK,0.4143468008485258,0.7513314215485464,DEVELOPMENT,False,LATE_ENTRY_BLOCK|CHOP_BLOCK
ENTRY_A,1065,2023-12-25 12:00:00,1066,2023-12-25 16:00:00,LONG,LONG_CONTEXT,True,True,IMPULSE_BAR,True,DIRECTION_CHANGES_LAST10,True,LATE_ENTRY_BLOCK|CHOP_BLOCK,0.5694963741479506,-0.03642671292281282,DEVELOPMENT,False,LATE_ENTRY_BLOCK|CHOP_BLOCK
ENTRY_A,1070,2023-12-26 08:00:00,1071,2023-12-26 12:00:00,LONG,LONG_CONTEXT,True,True,IMPULSE_BAR,True,DIRECTION_CHANGES_LAST10,True,LATE_ENTRY_BLOCK|CHOP_BLOCK,0.2081545839280782,-0.1609195402298851,DEVELOPMENT,False,LATE_ENTRY_BLOCK|CHOP_BLOCK
ENTRY_A,1073,2023-12-26 20:00:00,1074,2023-12-27 00:00:00,LONG,LONG_CONTEXT,True,True,IMPULSE_BAR,True,PRICE_EMA27_CROSSES_LAST10,True,LATE_ENTRY_BLOCK|CHOP_BLOCK,0.004594039632450566,-0.4703925482368592,DEVELOPMENT,False,LATE_ENTRY_BLOCK|CHOP_BLOCK
ENTRY_A,1088,2023-12-29 08:00:00,1089,2023-12-29 12:00:00,LONG,LONG_CONTEXT,True,False,,True,DIRECTION_CHANGES_LAST10,True,CHOP_BLOCK,0.12268693444046284,0.2234527687296426,DEVELOPMENT,False,CHOP_BLOCK
ENTRY_A,1198,2024-01-16 16:00:00,1199,2024-01-16 20:00:00,SHORT,BLOCK_CONTEXT,False,False,,True,EMA_CROSSINGS_LAST30,True,CONTEXT_BLOCK|CHOP_BLOCK,0.09352130591931002,-0.9999999999999932,DEVELOPMENT,False,CONTEXT_BLOCK|CHOP_BLOCK
ENTRY_A,1261,2024-01-27 04:00:00,1262,2024-01-27 08:00:00,SHORT,SHORT_CONTEXT,True,True,IMPULSE_BAR,True,DIRECTION_CHANGES_LAST10,True,LATE_ENTRY_BLOCK|CHOP_BLOCK,0.0903328232687605,0.3689604685212291,DEVELOPMENT,False,LATE_ENTRY_BLOCK|CHOP_BLOCK
ENTRY_A,1367,2024-02-13 20:00:00,1368,2024-02-14 00:00:00,LONG,LONG_CONTEXT,True,False,,True,DIRECTION_CHANGES_LAST10,True,CHOP_BLOCK,0.21665439991165136,-0.40870062965082926,DEVELOPMENT,False,CHOP_BLOCK
ENTRY_A,1390,2024-02-17 16:00:00,1391,2024-02-17 20:00:00,LONG,LONG_CONTEXT,True,False,,True,DIRECTION_CHANGES_LAST10,True,CHOP_BLOCK,0.4181265847911118,-0.7203579418344493,DEVELOPMENT,False,CHOP_BLOCK
ENTRY_A,1408,2024-02-20 16:00:00,1409,2024-02-20 20:00:00,LONG,LONG_CONTEXT,True,True,IMPULSE_BAR,True,DIRECTION_CHANGES_LAST10,True,LATE_ENTRY_BLOCK|CHOP_BLOCK,0.3216101369886255,-0.761175996778095,DEVELOPMENT,False,LATE_ENTRY_BLOCK|CHOP_BLOCK
ENTRY_A,1495,2024-03-06 04:00:00,1496,2024-03-06 08:00:00,LONG,LONG_CONTEXT,True,True,IMPULSE_BAR,True,DIRECTION_CHANGES_LAST10,True,LATE_ENTRY_BLOCK|CHOP_BLOCK,0.297054994732405,-0.6105293358198246,DEVELOPMENT,False,LATE_ENTRY_BLOCK|CHOP_BLOCK
ENTRY_A,1632,2024-03-29 00:00:00,1633,2024-03-29 04:00:00,SHORT,SHORT_CONTEXT,True,False,,True,DIRECTION_CHANGES_LAST10,True,CHOP_BLOCK,0.13101489989536952,0.23728813559321757,DEVELOPMENT,False,CHOP_BLOCK
ENTRY_A,1650,2024-04-01 00:00:00,1651,2024-04-01 04:00:00,SHORT,SHORT_CONTEXT,True,True,IMPULSE_BAR,True,PRICE_EMA27_CROSSES_LAST10,True,LATE_ENTRY_BLOCK|CHOP_BLOCK,0.45076578900882935,0.5820105820105758,DEVELOPMENT,False,LATE_ENTRY_BLOCK|CHOP_BLOCK
ENTRY_A,1692,2024-04-08 00:00:00,1693,2024-04-08 04:00:00,SHORT,SHORT_CONTEXT,True,True,IMPULSE_BAR,True,DIRECTION_CHANGES_LAST10,True,LATE_ENTRY_BLOCK|CHOP_BLOCK,0.6053857386830631,0.9947368421052657,DEVELOPMENT,False,LATE_ENTRY_BLOCK|CHOP_BLOCK
ENTRY_A,1877,2024-05-08 20:00:00,1878,2024-05-09 00:00:00,SHORT,SHORT_CONTEXT,True,True,IMPULSE_BAR,True,DIRECTION_CHANGES_LAST10,True,LATE_ENTRY_BLOCK|CHOP_BLOCK,0.18180100223593576,-0.7179487179487165,DEVELOPMENT,False,LATE_ENTRY_BLOCK|CHOP_BLOCK
ENTRY_A,1879,2024-05-09 04:00:00,1880,2024-05-09 08:00:00,SHORT,SHORT_CONTEXT,True,True,IMPULSE_BAR,True,DIRECTION_CHANGES_LAST10,True,LATE_ENTRY_BLOCK|CHOP_BLOCK,0.07634903135843062,-1.257216164207825,DEVELOPMENT,False,LATE_ENTRY_BLOCK|CHOP_BLOCK
ENTRY_A,1905,2024-05-13 12:00:00,1906,2024-05-13 16:00:00,SHORT,SHORT_CONTEXT,True,True,IMPULSE_BAR,True,DIRECTION_CHANGES_LAST10,True,LATE_ENTRY_BLOCK|CHOP_BLOCK,0.11799348305328894,-0.8774928774928749,DEVELOPMENT,False,LATE_ENTRY_BLOCK|CHOP_BLOCK
ENTRY_A,1990,2024-05-27 16:00:00,1991,2024-05-27 20:00:00,SHORT,SHORT_CONTEXT,True,True,IMPULSE_BAR,True,DIRECTION_CHANGES_LAST10,True,LATE_ENTRY_BLOCK|CHOP_BLOCK,0.09690038805150486,-1.0562874251496943,DEVELOPMENT,False,LATE_ENTRY_BLOCK|CHOP_BLOCK
ENTRY_A,1992,2024-05-28 00:00:00,1993,2024-05-28 04:00:00,SHORT,SHORT_CONTEXT,True,True,IMPULSE_BAR,True,DIRECTION_CHANGES_LAST10,True,LATE_ENTRY_BLOCK|CHOP_BLOCK,0.6165199711736782,-0.30075187969924816,DEVELOPMENT,False,LATE_ENTRY_BLOCK|CHOP_BLOCK
ENTRY_A,2074,2024-06-10 16:00:00,2075,2024-06-10 20:00:00,SHORT,SHORT_CONTEXT,True,True,IMPULSE_BAR,True,DIRECTION_CHANGES_LAST10,True,LATE_ENTRY_BLOCK|CHOP_BLOCK,0.831812446347706,0.49895178197064394,DEVELOPMENT,False,LATE_ENTRY_BLOCK|CHOP_BLOCK
ENTRY_A,2086,2024-06-12 16:00:00,2087,2024-06-12 20:00:00,SHORT,SHORT_CONTEXT,True,True,IMPULSE_BAR,True,DIRECTION_CHANGES_LAST10,True,LATE_ENTRY_BLOCK|CHOP_BLOCK,0.316761420721373,-1.1972993248312034,DEVELOPMENT,False,LATE_ENTRY_BLOCK|CHOP_BLOCK
ENTRY_A,2088,2024-06-13 00:00:00,2089,2024-06-13 04:00:00,SHORT,SHORT_CONTEXT,True,True,IMPULSE_BAR,True,DIRECTION_CHANGES_LAST10,True,LATE_ENTRY_BLOCK|CHOP_BLOCK,0.49173387580462163,-0.5368731563421809,DEVELOPMENT,False,LATE_ENTRY_BLOCK|CHOP_BLOCK
ENTRY_T1,222,2023-08-07 00:00:00,223,2023-08-07 04:00:00,SHORT,SHORT_CONTEXT,True,True,IMPULSE_BAR,True,DIRECTION_CHANGES_LAST10,True,LATE_ENTRY_BLOCK|CHOP_BLOCK,0.3734181893159723,-0.0,DEVELOPMENT,False,LATE_ENTRY_BLOCK|CHOP_BLOCK
ENTRY_T1,224,2023-08-07 08:00:00,225,2023-08-07 12:00:00,SHORT,SHORT_CONTEXT,True,False,,True,DIRECTION_CHANGES_LAST10,True,CHOP_BLOCK,0.6865634604634163,-0.6567901234567958,DEVELOPMENT,False,CHOP_BLOCK
ENTRY_T1,227,2023-08-07 20:00:00,228,2023-08-08 00:00:00,SHORT,SHORT_CONTEXT,True,True,IMPULSE_BAR,True,DIRECTION_CHANGES_LAST10,True,LATE_ENTRY_BLOCK|CHOP_BLOCK,0.863464249739611,0.9423076923076954,DEVELOPMENT,False,LATE_ENTRY_BLOCK|CHOP_BLOCK
ENTRY_T1,228,2023-08-08 00:00:00,229,2023-08-08 04:00:00,SHORT,SHORT_CONTEXT,True,False,,True,DIRECTION_CHANGES_LAST10,True,CHOP_BLOCK,0.7169545787594405,0.35756385068761437,DEVELOPMENT,False,CHOP_BLOCK
ENTRY_T1,229,2023-08-08 04:00:00,230,2023-08-08 08:00:00,SHORT,SHORT_CONTEXT,True,False,,True,DIRECTION_CHANGES_LAST10,True,CHOP_BLOCK,0.7487805757596152,0.6168582375478996,DEVELOPMENT,False,CHOP_BLOCK
ENTRY_T1,230,2023-08-08 08:00:00,231,2023-08-08 12:00:00,SHORT,SHORT_CONTEXT,True,True,IMPULSE_BAR,True,DIRECTION_CHANGES_LAST10,True,LATE_ENTRY_BLOCK|CHOP_BLOCK,0.04688842469183362,-1.1052631578947314,DEVELOPMENT,False,LATE_ENTRY_BLOCK|CHOP_BLOCK
ENTRY_T1,246,2023-08-11 00:00:00,247,2023-08-11 04:00:00,SHORT,SHORT_CONTEXT,True,False,,True,EMA_SLOPES_DIFFER,True,CHOP_BLOCK,0.14483004387949824,0.3414634146341434,DEVELOPMENT,False,CHOP_BLOCK
ENTRY_T1,247,2023-08-11 04:00:00,248,2023-08-11 08:00:00,SHORT,SHORT_CONTEXT,True,False,,True,EMA_SLOPES_DIFFER,True,CHOP_BLOCK,0.08472555837678314,0.37652811735940983,DEVELOPMENT,False,CHOP_BLOCK
ENTRY_T1,248,2023-08-11 08:00:00,249,2023-08-11 12:00:00,SHORT,SHORT_CONTEXT,True,False,,True,EMA_SLOPES_DIFFER,True,CHOP_BLOCK,0.01575907323057647,0.3571428571428574,DEVELOPMENT,False,CHOP_BLOCK
ENTRY_T1,267,2023-08-14 12:00:00,268,2023-08-14 16:00:00,SHORT,SHORT_CONTEXT,True,True,IMPULSE_BAR,True,DIRECTION_CHANGES_LAST10,True,LATE_ENTRY_BLOCK|CHOP_BLOCK,0.5868494069631707,0.7190332326283897,DEVELOPMENT,False,LATE_ENTRY_BLOCK|CHOP_BLOCK
ENTRY_T1,269,2023-08-14 20:00:00,270,2023-08-15 00:00:00,SHORT,SHORT_CONTEXT,True,False,,True,DIRECTION_CHANGES_LAST10,True,CHOP_BLOCK,0.6454864439876291,-0.11170212765958261,DEVELOPMENT,False,CHOP_BLOCK
ENTRY_T1,271,2023-08-15 04:00:00,272,2023-08-15 08:00:00,SHORT,SHORT_CONTEXT,True,False,,True,DIRECTION_CHANGES_LAST10,True,CHOP_BLOCK,0.7208944729766493,0.07671232876711466,DEVELOPMENT,False,CHOP_BLOCK
ENTRY_T1,308,2023-08-21 08:00:00,309,2023-08-21 12:00:00,SHORT,SHORT_CONTEXT,True,False,,True,DIRECTION_CHANGES_LAST10,True,CHOP_BLOCK,0.6957954323522416,0.4101562500000006,DEVELOPMENT,False,CHOP_BLOCK
ENTRY_T1,328,2023-08-24 16:00:00,329,2023-08-24 20:00:00,SHORT,SHORT_CONTEXT,True,True,IMPULSE_BAR,True,EMA_SLOPES_DIFFER,True,LATE_ENTRY_BLOCK|CHOP_BLOCK,0.022613609032691565,0.7472527472527499,DEVELOPMENT,False,LATE_ENTRY_BLOCK|CHOP_BLOCK
ENTRY_T1,331,2023-08-25 04:00:00,332,2023-08-25 08:00:00,SHORT,SHORT_CONTEXT,True,False,,True,EMA_SLOPES_DIFFER,True,CHOP_BLOCK,0.6602681590692155,1.2600000000000027,DEVELOPMENT,False,CHOP_BLOCK
ENTRY_T1,332,2023-08-25 08:00:00,333,2023-08-25 12:00:00,SHORT,SHORT_CONTEXT,True,False,,True,EMA_SLOPES_DIFFER,True,CHOP_BLOCK,0.353106147707131,-0.06999999999999229,DEVELOPMENT,False,CHOP_BLOCK
ENTRY_T1,335,2023-08-25 20:00:00,336,2023-08-26 00:00:00,SHORT,SHORT_CONTEXT,True,False,,True,DIRECTION_CHANGES_LAST10,True,CHOP_BLOCK,0.5913039593933345,0.47572815533980356,DEVELOPMENT,False,CHOP_BLOCK
ENTRY_T1,336,2023-08-26 00:00:00,337,2023-08-26 04:00:00,SHORT,SHORT_CONTEXT,True,False,,True,DIRECTION_CHANGES_LAST10,True,CHOP_BLOCK,0.7860354622297482,0.37234042553191515,DEVELOPMENT,False,CHOP_BLOCK
ENTRY_T1,337,2023-08-26 04:00:00,338,2023-08-26 08:00:00,SHORT,SHORT_CONTEXT,True,False,,True,DIRECTION_CHANGES_LAST10,True,CHOP_BLOCK,0.7922723892681878,0.7313432835820818,DEVELOPMENT,False,CHOP_BLOCK
ENTRY_T1,339,2023-08-26 12:00:00,340,2023-08-26 16:00:00,SHORT,SHORT_CONTEXT,True,False,,True,DIRECTION_CHANGES_LAST10,True,CHOP_BLOCK,0.6196132587085397,-0.13108614232209762,DEVELOPMENT,False,CHOP_BLOCK
ENTRY_T1,356,2023-08-29 08:00:00,357,2023-08-29 12:00:00,SHORT,SHORT_CONTEXT,True,True,THREE_BAR_EXTENSION,True,EMA_SLOPES_DIFFER,True,LATE_ENTRY_BLOCK|CHOP_BLOCK,0.6190658404062259,1.4537246049661587,DEVELOPMENT,False,LATE_ENTRY_BLOCK|CHOP_BLOCK
ENTRY_T1,362,2023-08-30 08:00:00,363,2023-08-30 12:00:00,SHORT,SHORT_CONTEXT,True,True,THREE_BAR_EXTENSION,True,EMA_SLOPES_DIFFER,True,LATE_ENTRY_BLOCK|CHOP_BLOCK,0.1539412874649441,1.8002735978112228,DEVELOPMENT,False,LATE_ENTRY_BLOCK|CHOP_BLOCK
ENTRY_T1,363,2023-08-30 12:00:00,364,2023-08-30 16:00:00,SHORT,SHORT_CONTEXT,True,True,MOVE5_GT_2ATR,True,EMA_SLOPES_DIFFER,True,LATE_ENTRY_BLOCK|CHOP_BLOCK,0.41444714425723256,2.3952254641909865,DEVELOPMENT,False,LATE_ENTRY_BLOCK|CHOP_BLOCK
ENTRY_T1,364,2023-08-30 16:00:00,365,2023-08-30 20:00:00,SHORT,SHORT_CONTEXT,True,False,,True,EMA_SLOPES_DIFFER,True,CHOP_BLOCK,0.1957077230252166,1.6196808510638376,DEVELOPMENT,False,CHOP_BLOCK
ENTRY_T1,366,2023-08-31 00:00:00,367,2023-08-31 04:00:00,SHORT,SHORT_CONTEXT,True,False,,True,EMA_SLOPES_DIFFER,True,CHOP_BLOCK,0.07025644428679544,0.24137931034482335,DEVELOPMENT,False,CHOP_BLOCK
ENTRY_T1,374,2023-09-01 08:00:00,375,2023-09-01 12:00:00,SHORT,SHORT_CONTEXT,True,True,IMPULSE_BAR,True,DIRECTION_CHANGES_LAST10,True,LATE_ENTRY_BLOCK|CHOP_BLOCK,0.9975077547431528,0.2329020332717216,DEVELOPMENT,False,LATE_ENTRY_BLOCK|CHOP_BLOCK
