section_id,episode_id,event_type,event_open_time,event_close_time,details,core_ordinal_in_episode
LC002,EP003,FAILED_INTERNAL_RECOVERY,2023-11-26 16:00:00,2023-11-26 19:59:59,CORE_TRIGGER,0
LC002,EP004,EPISODE_START,2023-11-26 16:00:00,2023-11-26 19:59:59,CORE_TRIGGER,0
LC002,EP004,CORE_TRIGGER,2023-11-26 16:00:00,2023-11-26 19:59:59,CORE029,1
LC002,EP004,CORE_TRIGGER,2023-11-27 00:00:00,2023-11-27 03:59:59,CORE030,2
LC002,EP004,CORE_TRIGGER,2023-11-27 04:00:00,2023-11-27 07:59:59,CORE031,3
LC002,EP004,CORE_TRIGGER,2023-11-27 08:00:00,2023-11-27 11:59:59,CORE032,4
LC002,EP004,CORE_TRIGGER,2023-11-27 12:00:00,2023-11-27 15:59:59,CORE033,5
LC002,EP004,CORE_TRIGGER,2023-11-27 16:00:00,2023-11-27 19:59:59,CORE034,6
LC002,EP004,CORE_TRIGGER,2023-11-27 20:00:00,2023-11-27 23:59:59,CORE035,7
LC002,EP004,CORE_TRIGGER,2023-11-28 00:00:00,2023-11-28 03:59:59,CORE036,8
LC002,EP004,CORE_TRIGGER,2023-11-28 04:00:00,2023-11-28 07:59:59,CORE037,9
LC002,EP004,CORE_TRIGGER,2023-11-28 08:00:00,2023-11-28 11:59:59,CORE038,10
LC002,EP004,CORE_TRIGGER,2023-11-28 12:00:00,2023-11-28 15:59:59,CORE039,11
LC002,EP004,CORE_TRIGGER,2023-11-29 12:00:00,2023-11-29 15:59:59,CORE040,12
LC002,EP004,CORE_TRIGGER,2023-11-29 20:00:00,2023-11-29 23:59:59,CORE041,13
LC002,EP004,CORE_TRIGGER,2023-11-30 00:00:00,2023-11-30 03:59:59,CORE042,14
LC002,EP004,CORE_TRIGGER,2023-11-30 04:00:00,2023-11-30 07:59:59,CORE043,15
LC002,EP004,CORE_TRIGGER,2023-11-30 08:00:00,2023-11-30 11:59:59,CORE044,16
LC002,EP004,CORE_TRIGGER,2023-11-30 12:00:00,2023-11-30 15:59:59,CORE045,17
LC002,EP004,CORE_TRIGGER,2023-11-30 16:00:00,2023-11-30 19:59:59,CORE046,18
LC002,EP004,CORE_TRIGGER,2023-11-30 20:00:00,2023-11-30 23:59:59,CORE047,19
LC002,EP004,CORE_TRIGGER,2023-12-01 00:00:00,2023-12-01 03:59:59,CORE048,20
LC002,EP004,CORE_TRIGGER,2023-12-01 04:00:00,2023-12-01 07:59:59,CORE049,21
LC002,EP004,INTERNAL_RECOVERY,2023-12-01 16:00:00,2023-12-01 19:59:59,R004,0
LC002,EP004,EFFECTIVE_RESOLUTION,2023-12-01 16:00:00,2023-12-01 19:59:59,CONFIRMED_PERSISTENT_INTERNAL_RECOVERY,0
LC002,EP004,EXIT_CONFIRMATION,2023-12-06 04:00:00,2023-12-06 07:59:59,CONFIRMED_PERSISTENT_INTERNAL_RECOVERY,0
LC003,EP001,DISPUTE_START,2023-12-11 00:00:00,2023-12-11 03:59:59,,0
LC003,EP001,EPISODE_START,2023-12-11 00:00:00,2023-12-11 03:59:59,,0
LC003,EP001,CORE_TRIGGER,2023-12-11 16:00:00,2023-12-11 19:59:59,CORE001,1
LC003,EP001,INTERNAL_RECOVERY,2023-12-12 04:00:00,2023-12-12 07:59:59,R001,0
LC003,EP001,FAILED_INTERNAL_RECOVERY,2023-12-15 20:00:00,2023-12-15 23:59:59,CORE_TRIGGER,0
LC003,EP002,EPISODE_START,2023-12-15 20:00:00,2023-12-15 23:59:59,CORE_TRIGGER,0
LC003,EP002,CORE_TRIGGER,2023-12-15 20:00:00,2023-12-15 23:59:59,CORE002,1
LC003,EP002,CORE_TRIGGER,2023-12-16 20:00:00,2023-12-16 23:59:59,CORE003,2
LC003,EP002,CORE_TRIGGER,2023-12-17 04:00:00,2023-12-17 07:59:59,CORE004,3
LC003,EP002,CORE_TRIGGER,2023-12-17 08:00:00,2023-12-17 11:59:59,CORE005,4
LC003,EP002,CORE_TRIGGER,2023-12-17 12:00:00,2023-12-17 15:59:59,CORE006,5
LC003,EP002,CORE_TRIGGER,2023-12-17 16:00:00,2023-12-17 19:59:59,CORE007,6
LC003,EP002,CORE_TRIGGER,2023-12-17 20:00:00,2023-12-17 23:59:59,CORE008,7
LC003,EP002,CORE_TRIGGER,2023-12-18 00:00:00,2023-12-18 03:59:59,CORE009,8
LC003,EP002,CORE_TRIGGER,2023-12-18 04:00:00,2023-12-18 07:59:59,CORE010,9
LC003,EP002,CORE_TRIGGER,2023-12-18 08:00:00,2023-12-18 11:59:59,CORE011,10
LC003,EP002,CORE_TRIGGER,2023-12-18 12:00:00,2023-12-18 15:59:59,CORE012,11
LC003,EP002,CORE_TRIGGER,2023-12-18 16:00:00,2023-12-18 19:59:59,CORE013,12
LC003,EP002,CORE_TRIGGER,2023-12-19 12:00:00,2023-12-19 15:59:59,CORE014,13
LC003,EP002,CORE_TRIGGER,2023-12-19 16:00:00,2023-12-19 19:59:59,CORE015,14
LC003,EP002,CORE_TRIGGER,2023-12-19 20:00:00,2023-12-19 23:59:59,CORE016,15
LC003,EP002,CORE_TRIGGER,2023-12-20 00:00:00,2023-12-20 03:59:59,CORE017,16
LC003,EP002,CORE_TRIGGER,2023-12-20 04:00:00,2023-12-20 07:59:59,CORE018,17
LC003,EP002,CORE_TRIGGER,2023-12-20 08:00:00,2023-12-20 11:59:59,CORE019,18
LC003,EP002,CORE_TRIGGER,2023-12-20 20:00:00,2023-12-20 23:59:59,CORE020,19
LC003,EP002,INTERNAL_RECOVERY,2023-12-21 08:00:00,2023-12-21 11:59:59,R002,0
LC003,EP002,FAILED_INTERNAL_RECOVERY,2023-12-23 04:00:00,2023-12-23 07:59:59,CORE_TRIGGER,0
LC003,EP003,EPISODE_START,2023-12-23 04:00:00,2023-12-23 07:59:59,CORE_TRIGGER,0
LC003,EP003,CORE_TRIGGER,2023-12-23 04:00:00,2023-12-23 07:59:59,CORE021,1
LC003,EP003,CORE_TRIGGER,2023-12-23 08:00:00,2023-12-23 11:59:59,CORE022,2
LC003,EP003,CORE_TRIGGER,2023-12-23 12:00:00,2023-12-23 15:59:59,CORE023,3
LC003,EP003,CORE_TRIGGER,2023-12-23 16:00:00,2023-12-23 19:59:59,CORE024,4
LC003,EP003,CORE_TRIGGER,2023-12-24 20:00:00,2023-12-24 23:59:59,CORE025,5
LC003,EP003,CORE_TRIGGER,2023-12-25 00:00:00,2023-12-25 03:59:59,CORE026,6
LC003,EP003,CORE_TRIGGER,2023-12-25 04:00:00,2023-12-25 07:59:59,CORE027,7
LC003,EP003,CORE_TRIGGER,2023-12-25 08:00:00,2023-12-25 11:59:59,CORE028,8
LC003,EP003,CORE_TRIGGER,2023-12-26 12:00:00,2023-12-26 15:59:59,CORE029,9
LC003,EP003,CORE_TRIGGER,2023-12-26 16:00:00,2023-12-26 19:59:59,CORE030,10
LC003,EP003,CORE_TRIGGER,2023-12-27 00:00:00,2023-12-27 03:59:59,CORE031,11
LC003,EP003,CORE_TRIGGER,2023-12-27 04:00:00,2023-12-27 07:59:59,CORE032,12
LC003,EP003,INTERNAL_RECOVERY,2023-12-27 12:00:00,2023-12-27 15:59:59,R003,0
LC003,EP003,FAILED_INTERNAL_RECOVERY,2023-12-28 20:00:00,2023-12-28 23:59:59,CORE_TRIGGER,0
LC003,EP004,EPISODE_START,2023-12-28 20:00:00,2023-12-28 23:59:59,CORE_TRIGGER,0
LC003,EP004,CORE_TRIGGER,2023-12-28 20:00:00,2023-12-28 23:59:59,CORE033,1
LC003,EP004,CORE_TRIGGER,2023-12-29 00:00:00,2023-12-29 03:59:59,CORE034,2
LC003,EP004,CORE_TRIGGER,2023-12-29 04:00:00,2023-12-29 07:59:59,CORE035,3
LC003,EP004,CORE_TRIGGER,2023-12-29 12:00:00,2023-12-29 15:59:59,CORE036,4
LC003,EP004,CORE_TRIGGER,2023-12-29 16:00:00,2023-12-29 19:59:59,CORE037,5
LC003,EP004,CORE_TRIGGER,2023-12-29 20:00:00,2023-12-29 23:59:59,CORE038,6
LC003,EP004,CORE_TRIGGER,2023-12-30 00:00:00,2023-12-30 03:59:59,CORE039,7
LC003,EP004,CORE_TRIGGER,2023-12-30 04:00:00,2023-12-30 07:59:59,CORE040,8
LC003,EP004,CORE_TRIGGER,2023-12-30 08:00:00,2023-12-30 11:59:59,CORE041,9
LC003,EP004,CORE_TRIGGER,2023-12-30 12:00:00,2023-12-30 15:59:59,CORE042,10
LC003,EP004,CORE_TRIGGER,2023-12-30 16:00:00,2023-12-30 19:59:59,CORE043,11
LC003,EP004,CORE_TRIGGER,2023-12-30 20:00:00,2023-12-30 23:59:59,CORE044,12
LC003,EP004,CORE_TRIGGER,2023-12-31 00:00:00,2023-12-31 03:59:59,CORE045,13
LC003,EP004,CORE_TRIGGER,2023-12-31 04:00:00,2023-12-31 07:59:59,CORE046,14
LC003,EP004,CORE_TRIGGER,2023-12-31 08:00:00,2023-12-31 11:59:59,CORE047,15
LC003,EP004,CORE_TRIGGER,2023-12-31 12:00:00,2023-12-31 15:59:59,CORE048,16
LC003,EP004,CORE_TRIGGER,2023-12-31 16:00:00,2023-12-31 19:59:59,CORE049,17
LC003,EP004,CORE_TRIGGER,2023-12-31 20:00:00,2023-12-31 23:59:59,CORE050,18
LC003,EP004,CORE_TRIGGER,2024-01-01 00:00:00,2024-01-01 03:59:59,CORE051,19
LC003,EP004,CORE_TRIGGER,2024-01-01 04:00:00,2024-01-01 07:59:59,CORE052,20
LC003,EP004,CORE_TRIGGER,2024-01-01 08:00:00,2024-01-01 11:59:59,CORE053,21
LC003,EP004,CORE_TRIGGER,2024-01-01 12:00:00,2024-01-01 15:59:59,CORE054,22
LC003,EP004,INTERNAL_RECOVERY,2024-01-01 16:00:00,2024-01-01 19:59:59,R004,0
LC003,EP004,FAILED_INTERNAL_RECOVERY,2024-01-02 20:00:00,2024-01-02 23:59:59,CORE_TRIGGER,0
LC003,EP005,EPISODE_START,2024-01-02 20:00:00,2024-01-02 23:59:59,CORE_TRIGGER,0
LC003,EP005,CORE_TRIGGER,2024-01-02 20:00:00,2024-01-02 23:59:59,CORE055,1
LC003,EP005,CORE_TRIGGER,2024-01-03 00:00:00,2024-01-03 03:59:59,CORE056,2
LC003,EP005,CORE_TRIGGER,2024-01-03 04:00:00,2024-01-03 07:59:59,CORE057,3
LC003,EP005,CORE_TRIGGER,2024-01-03 08:00:00,2024-01-03 11:59:59,CORE058,4
LC003,EP005,CORE_TRIGGER,2024-01-03 12:00:00,2024-01-03 15:59:59,CORE059,5
LC003,EP005,CORE_TRIGGER,2024-01-03 16:00:00,2024-01-03 19:59:59,CORE060,6
LC003,EP005,CORE_TRIGGER,2024-01-03 20:00:00,2024-01-03 23:59:59,CORE061,7
LC003,EP005,CORE_TRIGGER,2024-01-04 00:00:00,2024-01-04 03:59:59,CORE062,8
LC003,EP005,CORE_TRIGGER,2024-01-04 04:00:00,2024-01-04 07:59:59,CORE063,9
LC003,EP005,CORE_TRIGGER,2024-01-04 12:00:00,2024-01-04 15:59:59,CORE064,10
LC003,EP005,CORE_TRIGGER,2024-01-04 16:00:00,2024-01-04 19:59:59,CORE065,11
LC003,EP005,CORE_TRIGGER,2024-01-04 20:00:00,2024-01-04 23:59:59,CORE066,12
LC003,EP005,CORE_TRIGGER,2024-01-05 00:00:00,2024-01-05 03:59:59,CORE067,13
LC003,EP005,CORE_TRIGGER,2024-01-05 04:00:00,2024-01-05 07:59:59,CORE068,14
LC003,EP005,CORE_TRIGGER,2024-01-05 08:00:00,2024-01-05 11:59:59,CORE069,15
LC003,EP005,EMA_CROSS,2024-01-06 16:00:00,2024-01-06 19:59:59,,0
LC003,EP005,NEW_CONFIGURATION_ATTEMPT,2024-01-06 16:00:00,2024-01-06 19:59:59,N001,0
LC003,EP005,EFFECTIVE_RESOLUTION,2024-01-06 16:00:00,2024-01-06 19:59:59,CONFIRMED_NEW_DOWN_CONFIGURATION,0
LC003,EP005,EXIT_CONFIRMATION,2024-01-08 08:00:00,2024-01-08 11:59:59,CONFIRMED_NEW_DOWN_CONFIGURATION,0
